RET_RR,RET_CG,RET_DCG,RET_NDCG,A_BL_BL,A_BL_PR,A_BL_BREV,A_BL_LR,A_BL_LEN,A_BL_REF_LEN,A_RG1,A_RG2,A_RGL,A_RGL_SUM,A_BERT_RAG_PR,A_BERT_RAG_RC,A_BERT_RAG_F1,A_BERT_PR,A_BERT_RC,A_BERT_F1,A_AR_PR,A_AR_RC,A_AR_F1,RET_RC_1,RET_PR_1,RET_F1_1,RET_AP_1
0.0,0,0.0,0.0,0.0,0.01485148514851485,1.0,8.416666666666666,202,24,0.10945273631840796,0.010050251256281407,0.07960199004975126,0.08955223880597016,0.8136861324310303,0.8769035935401917,0.8441129326820374,0.8314095735549927,0.904948353767395,0.8666216731071472,0.9455656707286835,0.9188147187232971,0.9319873154163361,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.0,0.013470079476390838,1.0,15.5,93,6,0.11235955056179775,0.0689655172413793,0.11235955056179775,0.11235955056179775,0.8143341541290283,0.8832594156265259,0.8473975658416748,0.7803745269775391,0.8249321579933167,0.8020349740982056,0.8883682787418365,0.9098475873470306,0.8989298343658447,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.039650029144131696,0.048529758798707204,1.0,7.785714285714286,109,14,0.19642857142857145,0.09090909090909091,0.125,0.125,0.8453609943389893,0.9147001504898071,0.8786647319793701,0.8231481313705444,0.9076932668685913,0.8633558750152588,0.9094910621643066,0.9115405380725861,0.9105111956596375,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.022767950440364233,1.0,9.777777777777779,176,18,0.14364640883977903,0.0558659217877095,0.12154696132596686,0.13259668508287292,0.8349460363388062,0.8974364995956421,0.8650641441345215,0.8076493144035339,0.8757468461990356,0.8403207063674927,0.8796040117740631,0.8958873450756073,0.8876039981842041,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.0,0.008064516129032258,1.0,31.0,62,2,0.03508771929824561,0.0,0.03508771929824561,0.03508771929824561,0.8053750395774841,0.938601016998291,0.866899311542511,0.7918826341629028,0.9136519432067871,0.8484203219413757,0.8697821199893951,0.8916976749897003,0.880603551864624,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.08106687584322446,0.1228932052898651,1.0,1.7872340425531914,84,47,0.3620689655172414,0.12280701754385964,0.24137931034482757,0.24137931034482757,0.8403224945068359,0.8713486790657043,0.855554461479187,0.8305416703224182,0.8351455926895142,0.8328372836112976,0.9118122756481171,0.8861019909381866,0.8987581133842468,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.03917173275319462,0.056524666361547994,1.0,3.3555555555555556,151,45,0.19428571428571428,0.05780346820809248,0.17142857142857143,0.17142857142857143,0.8185381293296814,0.8302481174468994,0.8243515491485596,0.8267033696174622,0.8262211084365845,0.8264621496200562,0.8958799839019775,0.8536527156829834,0.8742315471172333,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.06861448968799577,1.0,1.3191489361702127,62,47,0.2580645161290323,0.04395604395604396,0.23655913978494622,0.23655913978494622,0.8402206897735596,0.8503050804138184,0.8452327847480774,0.8383111357688904,0.8419134616851807,0.8401084542274475,0.9131210446357727,0.8803949952125549,0.8964594602584839,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.05328621316137331,0.06469788497164836,1.0,3.34,167,50,0.17204301075268816,0.08695652173913043,0.13978494623655913,0.13978494623655913,0.824256181716919,0.8426886200904846,0.8333705067634583,0.8315043449401855,0.8497121334075928,0.8405096530914307,0.8705950975418091,0.8668226003646851,0.8685868978500366,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.05526330119770816,0.0770420459737548,1.0,2.7555555555555555,124,45,0.21476510067114096,0.12244897959183673,0.174496644295302,0.1610738255033557,0.8226121068000793,0.8512723445892334,0.8366969227790833,0.8350903987884521,0.8609975576400757,0.8478460907936096,0.8965073823928833,0.8890345394611359,0.8927542567253113,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.0,0.01646174863387978,1.0,15.25,61,4,0.11320754716981131,0.07843137254901959,0.11320754716981131,0.11320754716981131,0.8045194745063782,0.905544102191925,0.8520476818084717,0.808669924736023,0.8715276718139648,0.8389229774475098,0.8908896744251251,0.8755252361297607,0.8831327557563782,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.016410377997561308,1.0,9.384615384615385,122,13,0.0967741935483871,0.01639344262295082,0.08064516129032258,0.06451612903225806,0.811833381652832,0.8653832674026489,0.8377534747123718,0.8011825084686279,0.8464833498001099,0.8232101798057556,0.8812857270240784,0.8787135183811188,0.8799572885036469,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.008894557571612864,0.012183609416292623,1.0,25.307692307692307,329,13,0.059016393442622946,0.026402640264026403,0.04590163934426229,0.05245901639344262,0.7879829406738281,0.8725973963737488,0.8281343579292297,0.8245148658752441,0.883489727973938,0.8529841303825378,0.9247985184192657,0.9064566493034363,0.915523111820221,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.006097560975609756,1.0,41.0,82,2,0.026666666666666665,0.0,0.026666666666666665,0.026666666666666665,0.8006421327590942,0.9452991485595703,0.8669779896736145,0.784206748008728,0.9092021584510803,0.8420912623405457,0.9097321331501007,0.9412575662136078,0.9252151548862457,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.1633695017069666,0.16529978314341376,1.0,3.772727272727273,83,22,0.34782608695652173,0.3111111111111111,0.3260869565217391,0.3260869565217391,0.8597439527511597,0.9433277249336243,0.8995984792709351,0.875262439250946,0.9480991363525391,0.9102259278297424,0.8688599169254303,0.9203338027000427,0.8930551409721375,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.10410059768808129,0.10704470962735689,1.0,6.117647058823529,104,17,0.24074074074074076,0.18867924528301885,0.2222222222222222,0.2222222222222222,0.8340946435928345,0.9308480620384216,0.879819393157959,0.7911263704299927,0.8175569176673889,0.8041245341300964,0.9274318516254425,0.9259816110134125,0.9265937805175781,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.042465254044201414,1.0,5.133333333333334,77,15,0.175,0.10256410256410257,0.15000000000000002,0.15000000000000002,0.8469893932342529,0.8862935304641724,0.8661958575248718,0.83455491065979,0.8765265941619873,0.8550259470939636,0.923016220331192,0.9276372194290161,0.925231546163559,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.0047169811320754715,1.0,53.0,106,2,0.02173913043478261,0.0,0.02173913043478261,0.02173913043478261,0.7899854183197021,0.9340435266494751,0.855995774269104,0.7932516932487488,0.9147508144378662,0.8496798276901245,0.9200458228588104,0.9268859028816223,0.9234063625335693,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.1839706260729427,0.19766908454521884,1.0,2.6363636363636362,58,22,0.4473684210526316,0.32432432432432434,0.4210526315789473,0.4210526315789473,0.8631165027618408,0.929653525352478,0.8951502442359924,0.8334442377090454,0.8702701330184937,0.8514592051506042,0.9199919998645782,0.9164964556694031,0.9182039499282837,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.004777070063694267,1.0,11.214285714285714,157,14,0.03870967741935484,0.0,0.025806451612903226,0.03870967741935484,0.8028374910354614,0.8235987424850464,0.8130856156349182,0.8160500526428223,0.8264048099517822,0.8211947679519653,0.937160849571228,0.9355195760726929,0.9362455308437347,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.04571970466791165,0.04717414123299677,1.0,11.666666666666666,245,21,0.1446808510638298,0.12017167381974246,0.13617021276595745,0.13617021276595745,0.8324910402297974,0.9244567155838013,0.8760669827461243,0.8012220859527588,0.9048517942428589,0.8498896360397339,0.9656530022621155,0.9584649205207825,0.9620310068130493,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.008620689655172414,1.0,5.8,29,5,0.06896551724137932,0.0,0.06896551724137932,0.06896551724137932,0.811354398727417,0.8715076446533203,0.8403559923171997,0.8151069283485413,0.878645658493042,0.8456845283508301,0.9186462461948395,0.9115510880947113,0.915058434009552,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.006753351168581143,0.010227824465055898,1.0,20.217391304347824,465,23,0.05275779376498801,0.019277108433734938,0.04796163069544364,0.05275779376498801,0.762385368347168,0.8537684679031372,0.8054933547973633,0.8135228157043457,0.8692029714584351,0.8404416441917419,0.9344119727611542,0.920188695192337,0.927234560251236,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.14466853657530127,0.15104783178895662,1.0,4.111111111111111,74,18,0.3950617283950617,0.3291139240506329,0.2962962962962963,0.2962962962962963,0.846699059009552,0.9464389085769653,0.8937950134277344,0.812544584274292,0.8884473443031311,0.8488025069236755,0.9132350087165833,0.9271564781665802,0.9201116263866425,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.1579793337321112,0.17275619553301516,1.0,2.3902439024390243,98,41,0.4393939393939394,0.24615384615384617,0.34848484848484845,0.34848484848484845,0.8694102764129639,0.8994503021240234,0.8841752409934998,0.8527895212173462,0.8904093503952026,0.871193528175354,0.9158079624176025,0.9248738884925842,0.9202308654785156,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.0,0.027974793203666446,1.0,10.285714285714286,72,7,0.14925373134328357,0.06153846153846154,0.11940298507462688,0.11940298507462688,0.800636887550354,0.8985024094581604,0.8467512130737305,0.7741662263870239,0.8341891169548035,0.8030577301979065,0.9696775674819946,0.9515914618968964,0.9603788554668427,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.06157291570135607,1.0,3.6666666666666665,110,30,0.23809523809523805,0.08064516129032259,0.19047619047619047,0.19047619047619047,0.8489829897880554,0.8805920481681824,0.8644986748695374,0.8329430222511292,0.8790032267570496,0.8553535342216492,0.8798314332962036,0.8692967295646667,0.8743981122970581,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.016891891891891893,1.0,2.8461538461538463,74,26,0.0879120879120879,0.0,0.0879120879120879,0.0879120879120879,0.8165803551673889,0.8137775659561157,0.8151765465736389,0.8043293952941895,0.8147164583206177,0.8094896078109741,0.9070436656475067,0.8431994020938873,0.8739338219165802,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.124443397462014,0.13752464327358843,1.0,4.05,81,20,0.34090909090909094,0.23255813953488372,0.25000000000000006,0.25000000000000006,0.8566598296165466,0.9441887140274048,0.8982971906661987,0.817470908164978,0.8646977543830872,0.8404213190078735,0.897355705499649,0.8760615587234497,0.8865545690059662,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.031172073010712804,0.03448565865515285,1.0,10.636363636363637,117,11,0.10256410256410257,0.052173913043478265,0.06837606837606837,0.06837606837606837,0.8173335194587708,0.8918048143386841,0.8529466986656189,0.8311811685562134,0.897138237953186,0.8629011511802673,0.9368979632854462,0.869579553604126,0.9019395709037781,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.10384054789992578,0.10597761316952174,1.0,5.764705882352941,98,17,0.2653061224489796,0.20833333333333334,0.2653061224489796,0.24489795918367346,0.8234569430351257,0.9045993089675903,0.8621230721473694,0.8104230761528015,0.8871791362762451,0.8470658659934998,0.9298087954521179,0.9222898483276367,0.926023542881012,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.056241686495835705,0.07381913951875103,1.0,4.1,82,20,0.24691358024691357,0.12658227848101267,0.2222222222222222,0.2222222222222222,0.8370926380157471,0.8791036605834961,0.8575839996337891,0.8368922472000122,0.896138072013855,0.8655024766921997,0.9393100440502167,0.8816711902618408,0.9095773696899414,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.033971471471471476,1.0,5.285714285714286,37,7,0.27027027027027023,0.1142857142857143,0.27027027027027023,0.27027027027027023,0.8247296214103699,0.901150107383728,0.8612479567527771,0.8312420845031738,0.914751410484314,0.8709996342658997,0.8872289061546326,0.8674636483192444,0.8770792186260223,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.1196942203138118,0.1541484218208356,1.0,2.0,30,15,0.41860465116279066,0.3414634146341463,0.41860465116279066,0.41860465116279066,0.8675713539123535,0.9154697060585022,0.8908771872520447,0.8294806480407715,0.8874320983886719,0.8574783802032471,0.9060678482055664,0.8576870560646057,0.8810872137546539,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.004491017964071856,1.0,33.4,167,5,0.027972027972027972,0.0,0.027972027972027972,0.027972027972027972,0.7728139162063599,0.8160353899002075,0.793836772441864,0.7766718864440918,0.8136583566665649,0.7947350144386292,0.9427580833435059,0.954148530960083,0.9483821094036102,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.0,0.008928571428571428,1.0,18.666666666666668,56,3,0.07843137254901959,0.04081632653061225,0.07843137254901959,0.07843137254901959,0.7840708494186401,0.895805835723877,0.8362223505973816,0.7810078263282776,0.8938270807266235,0.833617627620697,0.8311576843261719,0.8725450336933136,0.8512464463710785,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.05291083849492647,0.06490602121436634,1.0,5.611111111111111,101,18,0.21818181818181817,0.14814814814814817,0.21818181818181817,0.14545454545454545,0.8447035551071167,0.9156038761138916,0.8787258863449097,0.8300378322601318,0.9067333340644836,0.8666921854019165,0.9030017554759979,0.8992886245250702,0.9009525179862976,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.029411764705882353,1.0,4.636363636363637,51,11,0.1818181818181818,0.03773584905660377,0.14545454545454545,0.14545454545454545,0.8047100901603699,0.8540799021720886,0.8286603093147278,0.7938439846038818,0.8690048456192017,0.8297257423400879,0.9276585876941681,0.9182808697223663,0.922945111989975,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.025616496598639453,1.0,8.166666666666666,49,6,0.15999999999999998,0.08333333333333334,0.12000000000000001,0.12000000000000001,0.826614499092102,0.9167054891586304,0.8693321943283081,0.8026628494262695,0.8943556547164917,0.8460320830345154,0.8923749923706055,0.8994374871253967,0.8958923518657684,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.01948051948051948,1.0,4.714285714285714,231,49,0.12096774193548386,0.0,0.07258064516129031,0.08870967741935484,0.8085697889328003,0.8215252757072449,0.814996063709259,0.7849071025848389,0.8138138651847839,0.7990990877151489,0.902728259563446,0.889421135187149,0.8959912359714508,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.040819501007857174,1.0,6.7272727272727275,74,11,0.18666666666666665,0.1095890410958904,0.18666666666666665,0.18666666666666665,0.8129799365997314,0.8619516491889954,0.8367499113082886,0.7979103326797485,0.8356685638427734,0.8163530826568604,0.9479444026947021,0.9417734444141388,0.9448482692241669,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.20190338880609837,0.20414923977307536,1.0,3.1666666666666665,114,36,0.44285714285714284,0.36231884057971014,0.42857142857142855,0.42857142857142855,0.8498693108558655,0.9333879947662354,0.8896729350090027,0.8602703213691711,0.921923816204071,0.8900306224822998,0.8842703402042389,0.9010467827320099,0.8924992978572845,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.004166666666666667,1.0,15.0,60,4,0.0,0.0,0.0,0.0,0.7821674346923828,0.871676504611969,0.824499785900116,0.7798290252685547,0.8719518780708313,0.823321521282196,0.8977527916431427,0.8799826800823212,0.8887307941913605,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0041058668107848435,1.0,61.0,183,3,0.011627906976744186,0.0,0.011627906976744186,0.011627906976744186,0.7693569660186768,0.9082545042037964,0.8330557942390442,0.7596391439437866,0.9079594016075134,0.8272033333778381,0.940654844045639,0.9285885989665985,0.9345600605010986,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0017241379310344827,1.0,72.5,145,2,0.0,0.0,0.0,0.0,0.7444107532501221,0.9378839135169983,0.8300220966339111,0.779005765914917,0.9104350805282593,0.8396081924438477,0.9121520221233368,0.9104413688182831,0.9112393260002136,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.08610567267856033,0.09575619840984395,1.0,5.588235294117647,95,17,0.27184466019417475,0.19801980198019803,0.27184466019417475,0.27184466019417475,0.8394997715950012,0.9464582204818726,0.8897761702537537,0.8062872886657715,0.8533145189285278,0.8291346430778503,0.922270268201828,0.9443761706352234,0.933185338973999,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.008771929824561403,1.0,28.5,57,2,0.04166666666666667,0.0,0.04166666666666667,0.04166666666666667,0.800984263420105,0.9342963695526123,0.8625195026397705,0.7927830219268799,0.9182325601577759,0.8509088754653931,0.8910619616508484,0.8964951038360596,0.8937666416168213,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.08371014949962319,1.0,2.108108108108108,78,37,0.31067961165048547,0.07920792079207921,0.1941747572815534,0.1941747572815534,0.8238115310668945,0.8694030046463013,0.8459934592247009,0.8307375907897949,0.8589506149291992,0.8446085453033447,0.9263604283332825,0.858223170042038,0.8909898400306702,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.02586206896551724,1.0,1.16,29,25,0.08888888888888888,0.0,0.08888888888888888,0.08888888888888888,0.8412238359451294,0.8334841728210449,0.8373361825942993,0.8272178173065186,0.8319594860076904,0.8295819163322449,0.9060628414154053,0.9198793768882751,0.9128555655479431,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.2252193372129008,0.2324424090933525,1.0,2.5,55,22,0.47058823529411764,0.3636363636363636,0.4411764705882353,0.4411764705882353,0.8673567771911621,0.9332408308982849,0.8990934491157532,0.8576046228408813,0.9389904737472534,0.8964541554450989,0.9889475405216217,0.9738586246967316,0.9812848567962646,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.041998894235968434,0.05464127997544093,1.0,5.111111111111111,138,27,0.2112676056338028,0.08571428571428572,0.15492957746478875,0.19718309859154928,0.8386250734329224,0.8953207731246948,0.8660460114479065,0.8063408732414246,0.8959338665008545,0.8487796187400818,0.9513845145702362,0.9560363590717316,0.9536957442760468,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.07305631386911524,0.09433310264566497,1.0,2.5531914893617023,120,47,0.2894736842105263,0.12,0.1973684210526316,0.1973684210526316,0.8448232412338257,0.8536931276321411,0.8492349982261658,0.8273996114730835,0.8364099264144897,0.8318803906440735,0.8916397094726562,0.892823338508606,0.8922237753868103,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.02501175697371529,0.028093458803454933,1.0,15.0,90,6,0.09638554216867469,0.04938271604938272,0.09638554216867469,0.09638554216867469,0.7984908819198608,0.9179250001907349,0.8540526032447815,0.7914891242980957,0.8735541105270386,0.8304992318153381,0.8864078521728516,0.90471550822258,0.8951514065265656,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.005050505050505051,1.0,49.5,99,2,0.022988505747126436,0.0,0.022988505747126436,0.022988505747126436,0.7946999669075012,0.9338433742523193,0.8586713075637817,0.796918511390686,0.9224552512168884,0.8551040291786194,0.8940637111663818,0.9176586270332336,0.9057057499885559,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.0130557976155382,1.0,15.071428571428571,211,14,0.0673076923076923,0.01941747572815534,0.057692307692307696,0.057692307692307696,0.797157883644104,0.8689950704574585,0.831527829170227,0.8008490800857544,0.8809924125671387,0.8390112519264221,0.8767129778862,0.9192440211772919,0.8974740207195282,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.002717391304347826,1.0,20.444444444444443,184,9,0.02298850574712644,0.0,0.02298850574712644,0.02298850574712644,0.7914716005325317,0.8575525283813477,0.8231880068778992,0.808259129524231,0.8739882111549377,0.8398395776748657,0.9076537489891052,0.8955452740192413,0.9015549421310425,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.0,0.027468279273605206,1.0,9.125,146,16,0.1258741258741259,0.028368794326241134,0.08391608391608393,0.08391608391608393,0.8202564716339111,0.8886046409606934,0.853063702583313,0.8209694623947144,0.854000449180603,0.837159276008606,0.9273503124713898,0.8367440104484558,0.8796878755092621,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.1146219706007413,0.11747431102652622,1.0,5.0,80,16,0.30000000000000004,0.2564102564102564,0.27499999999999997,0.27499999999999997,0.8212068676948547,0.9268896579742432,0.8708537220954895,0.8311872482299805,0.9384840726852417,0.8815829157829285,0.9389508962631226,0.9025025963783264,0.9203634560108185,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.012597110254687023,0.021080836425872745,1.0,10.607142857142858,297,28,0.08934707903780068,0.02768166089965398,0.08247422680412371,0.08247422680412371,0.8064296245574951,0.8572569489479065,0.831066906452179,0.7867671251296997,0.8544755578041077,0.8192246556282043,0.8636355996131897,0.9253008961677551,0.8933370411396027,1.0,1.0,1.0,1.0
