RET_RR,RET_CG,RET_DCG,RET_NDCG,A_BL_BL,A_BL_PR,A_BL_BREV,A_BL_LR,A_BL_LEN,A_BL_REF_LEN,A_RG1,A_RG2,A_RGL,A_RGL_SUM,A_BERT_RAG_PR,A_BERT_RAG_RC,A_BERT_RAG_F1,A_BERT_PR,A_BERT_RC,A_BERT_F1,A_AR_PR,A_AR_RC,A_AR_F1,RET_RC_1,RET_RC_2,RET_RC_3,RET_RC_4,RET_RC_5,RET_RC_6,RET_RC_7,RET_RC_8,RET_RC_9,RET_RC_10,RET_PR_1,RET_PR_2,RET_PR_3,RET_PR_4,RET_PR_5,RET_PR_6,RET_PR_7,RET_PR_8,RET_PR_9,RET_PR_10,RET_F1_1,RET_F1_2,RET_F1_3,RET_F1_4,RET_F1_5,RET_F1_6,RET_F1_7,RET_F1_8,RET_F1_9,RET_F1_10,RET_AP_1,RET_AP_2,RET_AP_3,RET_AP_4,RET_AP_5,RET_AP_6,RET_AP_7,RET_AP_8,RET_AP_9,RET_AP_10
0.0,0,0.0,0.0,0.021582575193439108,0.02851273444341894,1.0,10.625,255,24,0.11023622047244096,0.06349206349206349,0.11023622047244096,0.11023622047244096,0.8259620070457458,0.8877639770507812,0.8557485938072205,0.8314445614814758,0.8993542790412903,0.8640671372413635,0.9018538594245911,0.9258856475353241,0.9135859310626984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.020751299283968655,0.02189551324938029,1.0,26.833333333333332,161,6,0.06944444444444445,0.05633802816901409,0.06944444444444445,0.06944444444444445,0.7981048822402954,0.8708513975143433,0.8328927159309387,0.7839951515197754,0.8257238864898682,0.8043186664581299,0.9374005198478699,0.9354695379734039,0.9363499581813812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,1,0.5,0.0,0.0,0.0222669540536693,1.0,16.071428571428573,225,14,0.10434782608695653,0.043859649122807015,0.08695652173913043,0.0782608695652174,0.8076990842819214,0.882112443447113,0.8432673811912537,0.8259941339492798,0.8973294496536255,0.8601853847503662,0.9682953953742981,0.9440621733665466,0.95585697889328,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
0.3333333333333333,1,0.5,0.0,0.0,0.0253954506645309,1.0,8.222222222222221,148,18,0.16774193548387098,0.09150326797385622,0.11612903225806452,0.12903225806451613,0.8328300714492798,0.8969967365264893,0.8637233376502991,0.8124649524688721,0.8778421878814697,0.8438892364501953,0.9050081074237823,0.9067659378051758,0.9058781862258911,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
1.0,1,1.0,1.0,0.0,0.0010121457489878543,1.0,123.5,247,2,0.0,0.0,0.0,0.0,0.7688357830047607,0.9078142642974854,0.8325650095939636,0.7992820739746094,0.9156562089920044,0.8535206317901611,0.9098111987113953,0.9171940982341766,0.9134812355041504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.125,1,0.31546487678572877,0.0,0.06411586798494677,0.08444265484814759,1.0,2.7872340425531914,131,47,0.24691358024691357,0.1125,0.20987654320987656,0.2222222222222222,0.8382105231285095,0.8698194622993469,0.8537225127220154,0.8406481146812439,0.8335492014884949,0.8370835781097412,0.900734156370163,0.8793766796588898,0.8899184465408325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.19999999999999998,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125
0.0,0,0.0,0.0,0.06818927276320381,0.07549718000253815,1.0,4.511111111111111,203,45,0.19555555555555557,0.11659192825112107,0.16888888888888887,0.16,0.8291915655136108,0.8455157279968262,0.8372740745544434,0.8202661275863647,0.828048825263977,0.8241390585899353,0.8936448395252228,0.8901486396789551,0.8918798267841339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,1,0.3562071871080222,0.0,0.0,0.038147164447104594,1.0,3.4893617021276597,164,47,0.17346938775510207,0.020618556701030927,0.14285714285714285,0.12244897959183673,0.8251367807388306,0.8440049886703491,0.8344641923904419,0.8336483836174011,0.8396070003509521,0.836617112159729,0.9091758728027344,0.8911617398262024,0.9000715017318726,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.0,0,0.0,0.0,0.05610797670588864,0.06072795452733702,1.0,5.62,281,50,0.16083916083916083,0.09859154929577466,0.13986013986013987,0.13286713286713286,0.7963427305221558,0.8404950499534607,0.8178234696388245,0.813973069190979,0.8355166912078857,0.8246042132377625,0.8691408932209015,0.865313708782196,0.8672095835208893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,1,0.3562071871080222,0.0,0.055096732553005595,0.07920098635089895,1.0,1.9777777777777779,89,45,0.22033898305084748,0.06896551724137931,0.15254237288135594,0.15254237288135594,0.8286069631576538,0.8438290357589722,0.8361486792564392,0.8206428289413452,0.850394070148468,0.8352535367012024,0.8977236747741699,0.8787098228931427,0.888112336397171,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
