RET_RR,RET_CG,RET_DCG,RET_NDCG,A_BL_BL,A_BL_PR,A_BL_BREV,A_BL_LR,A_BL_LEN,A_BL_REF_LEN,A_RG1,A_RG2,A_RGL,A_RGL_SUM,A_BERT_RAG_PR,A_BERT_RAG_RC,A_BERT_RAG_F1,A_BERT_PR,A_BERT_RC,A_BERT_F1,A_AR_PR,A_AR_RC,A_AR_F1,RET_RC_1,RET_RC_2,RET_RC_3,RET_RC_4,RET_RC_5,RET_RC_6,RET_RC_7,RET_RC_8,RET_RC_9,RET_RC_10,RET_PR_1,RET_PR_2,RET_PR_3,RET_PR_4,RET_PR_5,RET_PR_6,RET_PR_7,RET_PR_8,RET_PR_9,RET_PR_10,RET_F1_1,RET_F1_2,RET_F1_3,RET_F1_4,RET_F1_5,RET_F1_6,RET_F1_7,RET_F1_8,RET_F1_9,RET_F1_10,RET_AP_1,RET_AP_2,RET_AP_3,RET_AP_4,RET_AP_5,RET_AP_6,RET_AP_7,RET_AP_8,RET_AP_9,RET_AP_10
0.5,1,0.6309297535714575,0.0,0.0,0.07004429678848284,0.932610680893436,0.9347826086956522,43,46,0.20289855072463772,0.029850746268656716,0.20289855072463772,0.20289855072463772,0.865844190120697,0.8317660093307495,0.8484631180763245,0.8139200210571289,0.841356635093689,0.8274109363555908,0.9309735298156738,0.8904761075973511,0.9102746248245239,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.25,1,0.43067655807339306,0.0,0.08086779582453094,0.10093016862170089,1.0,1.65,33,20,0.30434782608695654,0.1818181818181818,0.21739130434782608,0.21739130434782608,0.8323407173156738,0.8894919157028198,0.859967827796936,0.8475338220596313,0.8885996341705322,0.8675810098648071,0.9295235276222229,0.8419551253318787,0.8835749626159668,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25
0.0,0,0.0,0.0,0.0,0.008281644719545511,1.0,24.2,242,10,0.05555555555555555,0.018691588785046728,0.046296296296296294,0.05555555555555555,0.7738093137741089,0.8527027368545532,0.8113426566123962,0.7910873889923096,0.8537020683288574,0.8212028741836548,0.8820014595985413,0.8836063146591187,0.8828031420707703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.11023429568604343,0.12279847427823118,1.0,3.7096774193548385,115,31,0.31250000000000006,0.19047619047619047,0.23437499999999997,0.23437499999999997,0.8547074794769287,0.9197602272033691,0.8860414624214172,0.8462662696838379,0.9026532173156738,0.8735507726669312,0.9279976487159729,0.9259548187255859,0.9269751906394958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.002688172043010753,1.0,93.0,186,2,0.012269938650306747,0.0,0.012269938650306747,0.012269938650306747,0.7612861394882202,0.9265663623809814,0.8358338475227356,0.7935731410980225,0.9136630296707153,0.8493944406509399,0.918813169002533,0.9051423668861389,0.9119265675544739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,1,0.3562071871080222,0.0,0.0,0.01868477163056896,1.0,7.052631578947368,134,19,0.11267605633802817,0.042857142857142864,0.11267605633802817,0.11267605633802817,0.8196483850479126,0.87106853723526,0.8445765376091003,0.8147762417793274,0.8683773279190063,0.8407232761383057,0.9343159198760986,0.9283496141433716,0.9313231706619263,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
1.0,1,1.0,1.0,0.0,0.029629243505390295,1.0,11.0,110,10,0.14285714285714288,0.04166666666666667,0.14285714285714288,0.14285714285714288,0.7872889637947083,0.8865650296211243,0.8339829444885254,0.7997328639030457,0.8775913715362549,0.8368550539016724,0.8831006288528442,0.8506518006324768,0.8665725588798523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.02655945686713819,1.0,7.428571428571429,104,14,0.12844036697247707,0.05607476635514019,0.12844036697247707,0.12844036697247707,0.821712851524353,0.8932338356971741,0.8559819459915161,0.8217764496803284,0.8869513273239136,0.8531208634376526,0.9388421773910522,0.9084945321083069,0.9234190583229065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.04479458393589853,0.06838670814611214,1.0,3.066666666666667,92,30,0.2830188679245283,0.11538461538461539,0.2641509433962264,0.2641509433962264,0.8286982774734497,0.8663451671600342,0.8471035957336426,0.8141301870346069,0.8645907640457153,0.8386020660400391,0.9642317295074463,0.9422938823699951,0.9531365633010864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.01016260162601626,1.0,9.461538461538462,123,13,0.08849557522123895,0.0,0.07079646017699116,0.07079646017699116,0.7950983047485352,0.8591921925544739,0.8259036540985107,0.7933674454689026,0.8636534214019775,0.8270197510719299,0.8813170790672302,0.8485449552536011,0.8646206259727478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
