RET_RR,RET_CG,RET_DCG,RET_NDCG,A_BL_BL,A_BL_PR,A_BL_BREV,A_BL_LR,A_BL_LEN,A_BL_REF_LEN,A_RG1,A_RG2,A_RGL,A_RGL_SUM,A_BERT_RAG_PR,A_BERT_RAG_RC,A_BERT_RAG_F1,A_BERT_PR,A_BERT_RC,A_BERT_F1,A_AR_PR,A_AR_RC,A_AR_F1,RET_RC_1,RET_RC_2,RET_RC_3,RET_RC_4,RET_RC_5,RET_RC_6,RET_RC_7,RET_RC_8,RET_RC_9,RET_RC_10,RET_PR_1,RET_PR_2,RET_PR_3,RET_PR_4,RET_PR_5,RET_PR_6,RET_PR_7,RET_PR_8,RET_PR_9,RET_PR_10,RET_F1_1,RET_F1_2,RET_F1_3,RET_F1_4,RET_F1_5,RET_F1_6,RET_F1_7,RET_F1_8,RET_F1_9,RET_F1_10,RET_AP_1,RET_AP_2,RET_AP_3,RET_AP_4,RET_AP_5,RET_AP_6,RET_AP_7,RET_AP_8,RET_AP_9,RET_AP_10
0.0,0,0.0,0.0,0.015874685016232893,0.0243981699835228,1.0,9.736842105263158,185,19,0.1477272727272727,0.034482758620689655,0.0909090909090909,0.11363636363636365,0.7965587377548218,0.889021098613739,0.8402539491653442,0.8297502398490906,0.882804274559021,0.8554554581642151,0.929337739944458,0.9027627110481262,0.9158574938774109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,1,0.31546487678572877,0.0,0.0,0.00539568345323741,1.0,46.333333333333336,139,3,0.041237113402061855,0.021052631578947368,0.041237113402061855,0.041237113402061855,0.7419490218162537,0.9081367254257202,0.8166741728782654,0.7666745185852051,0.8959622383117676,0.8262916207313538,0.9329652190208435,0.8865426778793335,0.9091618061065674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.19999999999999998,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125
1.0,1,1.0,1.0,0.10627424658672824,0.10831265623784618,1.0,4.958333333333333,119,24,0.23076923076923075,0.17187499999999997,0.21538461538461537,0.21538461538461537,0.8461776971817017,0.9281025528907776,0.8852486610412598,0.8335769772529602,0.9103801250457764,0.8702874183654785,0.918469250202179,0.8792270123958588,0.8984167873859406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.06320892387964423,0.08177543483733124,1.0,3.090909090909091,68,22,0.2926829268292683,0.1,0.24390243902439024,0.24390243902439024,0.8615881204605103,0.9046515226364136,0.8825948238372803,0.8573989272117615,0.8907651901245117,0.8737636208534241,0.9094079732894897,0.8607985973358154,0.8844352066516876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.0,0.00041186161449752884,1.0,303.5,607,2,0.0,0.0,0.0,0.0,0.7380495071411133,0.9073260426521301,0.813980221748352,0.7697300910949707,0.9212769269943237,0.838712751865387,0.8246484398841858,0.8107185363769531,0.8176241517066956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.01210928449126547,0.012391267019056285,1.0,42.0,546,13,0.031809145129224656,0.02395209580838323,0.031809145129224656,0.031809145129224656,0.7548543214797974,0.8592579364776611,0.8036796450614929,0.7831277847290039,0.8332249522209167,0.8073999881744385,0.8512861728668213,0.8767485618591309,0.8638297915458679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.03492063492063492,1.0,7.2,36,5,0.15384615384615385,0.054054054054054064,0.15384615384615385,0.15384615384615385,0.8402173519134521,0.8642911314964294,0.852084219455719,0.8061802387237549,0.86030113697052,0.8323618769645691,0.9616075754165649,0.9425220489501953,0.9519692063331604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.1762250673471688,0.19611805939135693,1.0,2.7209302325581395,117,43,0.49315068493150677,0.3333333333333333,0.3424657534246575,0.3424657534246575,0.8801827430725098,0.91619873046875,0.8978296518325806,0.7992898225784302,0.8607392907142639,0.8288772106170654,0.9038744866847992,0.9121170043945312,0.9079585075378418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.0048543689320388345,1.0,51.5,103,2,0.02247191011235955,0.0,0.02247191011235955,0.02247191011235955,0.7731595039367676,0.9106482267379761,0.8362906575202942,0.7689476013183594,0.913501501083374,0.8350145816802979,0.9289120435714722,0.9071114659309387,0.9177418351173401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.01294764467477244,1.0,11.6,174,15,0.05952380952380952,0.024096385542168672,0.03571428571428572,0.047619047619047616,0.8041280508041382,0.8608528971672058,0.8315241932868958,0.8000239133834839,0.8747905492782593,0.8357383608818054,0.8843873739242554,0.8411918878555298,0.862248957157135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.2857142857142857,0.25,0.2222222222222222,0.19999999999999998,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
