RET_RR,RET_CG,RET_DCG,RET_NDCG,A_BL_BL,A_BL_PR,A_BL_BREV,A_BL_LR,A_BL_LEN,A_BL_REF_LEN,A_RG1,A_RG2,A_RGL,A_RGL_SUM,A_BERT_RAG_PR,A_BERT_RAG_RC,A_BERT_RAG_F1,A_BERT_PR,A_BERT_RC,A_BERT_F1,A_AR_PR,A_AR_RC,A_AR_F1,RET_RC_1,RET_RC_2,RET_RC_3,RET_RC_4,RET_RC_5,RET_PR_1,RET_PR_2,RET_PR_3,RET_PR_4,RET_PR_5,RET_F1_1,RET_F1_2,RET_F1_3,RET_F1_4,RET_F1_5,RET_AP_1,RET_AP_2,RET_AP_3,RET_AP_4,RET_AP_5
0.0,0,0.0,0.0,0.0,0.01873203326270976,1.0,15.666666666666666,94,6,0.11494252873563218,0.09411764705882353,0.11494252873563218,0.11494252873563218,0.8231245279312134,0.8863589763641357,0.8535721898078918,0.7771533727645874,0.82770174741745,0.801631510257721,0.9877197742462158,0.988959550857544,0.9883393049240112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.03749076214286838,1.0,4.833333333333333,87,18,0.24,0.0816326530612245,0.16,0.16,0.860614538192749,0.9067465662956238,0.8830784559249878,0.8368089199066162,0.8829452395439148,0.8592581748962402,0.9705628156661987,0.9590623378753662,0.9647783041000366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.07811029550159986,1.0,5.75,23,4,0.2608695652173913,0.1904761904761905,0.2608695652173913,0.2608695652173913,0.8423464894294739,0.9504549503326416,0.8931412100791931,0.792555034160614,0.8656383752822876,0.8274861574172974,0.9768137335777283,0.9358242750167847,0.955879807472229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.007352941176470588,1.0,12.142857142857142,170,14,0.03592814371257485,0.0,0.023952095808383235,0.023952095808383235,0.7840909361839294,0.793840765953064,0.7889357805252075,0.7783201932907104,0.8614732623100281,0.8177884221076965,0.8926428556442261,0.8787983059883118,0.8856664299964905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.026307672371095398,0.029918845014739532,1.0,9.533333333333333,143,15,0.10526315789473684,0.06106870229007633,0.09022556390977443,0.09022556390977443,0.811370849609375,0.8878087997436523,0.8478705286979675,0.8308174014091492,0.8879176378250122,0.8584190607070923,0.9131721258163452,0.8636243343353271,0.8877074122428894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.01,1.0,10.0,50,5,0.04347826086956521,0.0,0.04347826086956521,0.04347826086956521,0.7914623618125916,0.8191235065460205,0.8050553798675537,0.7924516201019287,0.8058321475982666,0.7990859150886536,0.9311761856079102,0.9531681537628174,0.9420333802700043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.013513513513513514,1.0,12.333333333333334,37,3,0.1142857142857143,0.06060606060606061,0.1142857142857143,0.1142857142857143,0.7915247082710266,0.8998993635177612,0.842240035533905,0.7798073291778564,0.8849089741706848,0.8290404081344604,0.8558064699172974,0.8879525661468506,0.8715831637382507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.042118855354247114,0.05517702374508383,1.0,4.222222222222222,114,27,0.1935483870967742,0.09836065573770492,0.11290322580645162,0.11290322580645162,0.8262324929237366,0.8976328372955322,0.8604540824890137,0.8144030570983887,0.8905333280563354,0.8507684469223022,0.9721065759658813,0.9710531234741211,0.9715795516967773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.31270970303241497,0.3163161400003505,1.0,2.1666666666666665,78,36,0.5794392523364487,0.47619047619047616,0.5420560747663552,0.5420560747663552,0.8964247703552246,0.9574583768844604,0.9259369373321533,0.8721417188644409,0.9104678630828857,0.8908928036689758,0.9081461727619171,0.919718861579895,0.9138026237487793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.006329113924050633,1.0,39.5,79,2,0.031746031746031744,0.0,0.031746031746031744,0.031746031746031744,0.7686225175857544,0.9436664581298828,0.8471972346305847,0.7970085144042969,0.9131655693054199,0.8511422872543335,0.9074082970619202,0.9418263137340546,0.9241665303707123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.16945350167934295,0.19191521839105533,1.0,2.2580645161290325,70,31,0.43478260869565216,0.2888888888888889,0.30434782608695654,0.30434782608695654,0.895706057548523,0.9248107671737671,0.9100257754325867,0.8728107810020447,0.9087279438972473,0.8904073238372803,0.91135573387146,0.9381412267684937,0.9245545268058777,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,1.0,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.07401607980460718,0.09347812522011827,1.0,2.433333333333333,73,30,0.3296703296703297,0.15730337078651685,0.2197802197802198,0.2197802197802198,0.8251214027404785,0.8711107969284058,0.8474926352500916,0.8114974498748779,0.858074426651001,0.8341361880302429,0.878877580165863,0.8005335330963135,0.8378781676292419,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,1.0,1.0,1.0,1.0,1.0
0.5,1,0.6309297535714575,0.0,0.0,0.12270180799592564,1.0,1.9444444444444444,35,18,0.425531914893617,0.2222222222222222,0.3404255319148936,0.3404255319148936,0.8688409924507141,0.9139973521232605,0.8908472657203674,0.8144943714141846,0.8668406009674072,0.8398526310920715,0.9160726070404053,0.934047520160675,0.9249728322029114,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.3333333333333333,0.25,0.2,0.0,0.6666666666666666,0.5,0.4,0.33333333333333337,0.0,0.5,0.5,0.5,0.5
0.0,0,0.0,0.0,0.0,0.03266590389016018,1.0,6.764705882352941,115,17,0.17094017094017094,0.05217391304347826,0.15384615384615385,0.15384615384615385,0.821397066116333,0.8810354471206665,0.850171685218811,0.8164882659912109,0.8772541880607605,0.845781147480011,0.9601062536239624,0.9214147329330444,0.9403626918792725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.09160562985738618,0.10149737032526782,1.0,3.642857142857143,102,28,0.23636363636363636,0.11111111111111109,0.18181818181818182,0.18181818181818182,0.8521938323974609,0.8973374366760254,0.874183177947998,0.816655158996582,0.8213757276535034,0.8190086483955383,0.8939784169197083,0.8916108012199402,0.8927785456180573,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,1.0,1.0,1.0,1.0,1.0
0.16666666666666666,0,0.0,0.0,0.0,0.0618089221412121,1.0,2.76,69,25,0.27586206896551724,0.07058823529411765,0.16091954022988506,0.16091954022988506,0.8522419929504395,0.8786184191703796,0.8652291893959045,0.8326807022094727,0.8706502914428711,0.8512423038482666,0.9789344668388367,0.9714105129241943,0.9751579165458679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,1,0.38685280723454163,0.0,0.0,0.11701181212082234,1.0,2.433333333333333,73,30,0.44680851063829785,0.17391304347826086,0.3191489361702128,0.3191489361702128,0.8468095064163208,0.8920140266418457,0.8688241839408875,0.8029600381851196,0.8344937562942505,0.8184232711791992,0.9114490151405334,0.8926435708999634,0.9019482731819153,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.2
1.0,1,1.0,1.0,0.0,0.5,0.01831563888873418,0.2,2,10,0.3636363636363636,0.2222222222222222,0.3636363636363636,0.3636363636363636,0.9687559604644775,0.8979135751724243,0.9319904446601868,0.8205242156982422,0.8405952453613281,0.8304384350776672,0.8786227703094482,0.8562934994697571,0.8673144578933716,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,1.0,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.5956911543101379,0.9036616161616161,0.6592406302004439,0.7058823529411765,12,17,0.846153846153846,0.8333333333333333,0.846153846153846,0.846153846153846,0.9792416095733643,0.9420269727706909,0.9602738618850708,0.836646318435669,0.8722930550575256,0.8540979027748108,0.9955131411552429,0.9834083914756775,0.9894237518310547,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,1.0,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.41374412020518814,0.4199633699633699,1.0,1.875,15,8,0.7368421052631579,0.7058823529411764,0.7368421052631579,0.7368421052631579,0.8908765316009521,0.9740449786186218,0.9306062459945679,0.8352371454238892,0.9391496777534485,0.8841506838798523,0.9240530133247375,0.8830826282501221,0.9031034708023071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,1.0,1.0,0.05357888034181752,0.07035622458565943,1.0,4.3,86,20,0.25263157894736843,0.1075268817204301,0.16842105263157894,0.16842105263157894,0.840353786945343,0.8910813927650452,0.8649744987487793,0.8192294836044312,0.8801664113998413,0.8486053943634033,0.9404333233833313,0.8710612058639526,0.9044189453125,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,1.0,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.21252042483660133,1.0,1.0588235294117647,18,17,0.6666666666666666,0.21428571428571427,0.5333333333333333,0.5333333333333333,0.9218230843544006,0.9288485050201416,0.9253225326538086,0.838158130645752,0.8965306282043457,0.8663622736930847,0.9096176624298096,0.936357855796814,0.9227941036224365,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,1.0,1.0,1.0,1.0,1.0
1.0,1,1.0,1.0,0.0,0.0804521573887771,1.0,3.6,72,20,0.3448275862068966,0.18823529411764706,0.32183908045977005,0.32183908045977005,0.8616781234741211,0.9156845211982727,0.8878608345985413,0.8114312887191772,0.8617841005325317,0.8358500599861145,0.950450599193573,0.920099139213562,0.9350286722183228,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,1.0,0.6666666666666666,0.5,0.4,0.33333333333333337,1.0,1.0,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0,0.0318524055008567,1.0,4.068965517241379,118,29,0.15037593984962408,0.03053435114503817,0.09022556390977443,0.09022556390977443,0.8193212747573853,0.8609157204627991,0.8396036028862,0.7924513220787048,0.864059329032898,0.826707661151886,0.9170714318752289,0.8585557639598846,0.8868494629859924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.03667723121223141,0.044144945135234294,1.0,9.709677419354838,301,31,0.16300940438871475,0.08832807570977917,0.11912225705329155,0.13793103448275865,0.8185975551605225,0.8876920938491821,0.8517458438873291,0.8203370571136475,0.8703016042709351,0.8445810675621033,0.8520973324775696,0.8216173648834229,0.8365798592567444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
